id,year,Titel,novel,num_phrases
25518456,1906,Inwieweit ist das Nachlaßgericht beim Tode eines Ausländers zuständig?,0,3
25518457,1905,Die Konkurrenzklausel des Handlungsgehilfen.,0,2
25518458,1905,"Die Klage auf Duldung der Zwangsvollstreckung. Ein Beitrag zur Erläuterung der §§ 737, 739, 743, 745 Abs. 2, 748 Abs. 2 der Civilprozeßordnung.",0,7
25518459,1906,Das Wesen des Kontokurrentvertrags im Sinne des HGB. vom 10. Mai 1897.,0,4
25518460,1906,Das Wiederkaufsrecht nach dem bürgerlichen Gesetzbuch für das deutsche Reich.,0,3
25518461,1906,Der öffentliche Weg und seine Bedeutung für das öffentliche und das Privatrecht.,0,3
25518462,1906,Das Lagergeschäft mit Ausschluß des Lagerscheines nach dem Handelsgesetzbuch vom 10. Mai 1897.,0,4
25518463,1906,Die Höchstbetragshypothek.,0,1
25518464,1906,Die Gestaltung der Besitzverhältnisse bei einer gefundenen Sache. Dargestellt unter Berücksichtigung der geschichtlichen Entwicklung.,0,5
25518465,1906,Der § 833 des Bürgerlichen Gesetzbuches. Ein Beitrag zur Lehre von der Haftung für Tierschäden.,0,6
25518466,1906,Die Gelddelikte des Reichsstrafgesetzbuchs.,1,2
25518467,1905,Schatz oder Fund? Ein Beitrag zur Lehre von der rechtlichen Behandlung historischer Funde.,1,6
25518468,1906,Das Erbrecht des überlebenden Ehegatten nach dem bürgerlichen Gesetzbuche für das Deutsche Reich.,1,4
25518469,1906,Studie zum Recht der Vertragsverletzungen des Bürgerlichen Gesetzbuches; unter besonderer Berücksichtigung der Successivlieferungsgeschäfte.,1,6
25518470,1906,Das Budgetrecht des Königreiches Sachsen.,1,2
25518471,1905,Die Aussteuer nach dem Bürgerlichen Gesetzbuche für das Deutsche Reich.,0,3
25518472,1906,Das Erbbaurecht des Bürgerlichen Gesetzbuchs.,0,2
25518473,1906,Die Haftung des Frachtführers.,0,2
25518474,1906,Verletzung des Pflichtteils durch freigebige Verfügungen des Erblassers unter Lebenden nach dem Rechte des bürgerlichen Gesetzbuchs unter Berücksichtigung des gemeinen Rechts.,1,9
25518475,1906,Die Bedeutung der Aktienurkunde für den Erwerb des Aktienrechts.,1,4
25518476,1906,Der possessorische Schutz des mittelbaren Besitzes nach dem Bürgerlichen Gesetzbuch.,0,3
25518477,1905,Die Verbietungsrechte des Nachbarn gegen Immissionen und ihre Beschränkungen gegenüber gewerblichen Anlagen.,1,5
25518478,1906,"Der Begriff der Fundsache, ihre rechtliche Behandlung und ihr Verhältnis zum Schatz nach bürgerlichem Recht unter vergleichender Berücksichtigung des römischen Rechts.",0,8
25518479,1906,Das Schiffspfandrecht nach dem Deutschen Bürgerlichen Gesetzbuche unter Berücksichtigung der darauf bezüglichen Bestimmungen des Gesetzes über die Angelegenheiten der freiwilligen Gerichtsbarkeit.,1,7
25518480,1906,Die Rechte des Besitzers gegenüber dem Eigentümer wegen Verwendungen.,0,4
25518481,1906,"Über den Begriff, die Arten und die rechtlichen Folgen des Lagergeschäftes, insbes. des Sammellagergeschäftes nach dem Handelsgesetzbuch vom 10. Mai 1897.",1,7
25518482,1906,Die verwandtschaftliche Unterhaltspflicht und ihre Erfüllung nach BGB. § 1607.,1,4
25518483,1906,"Beitrag zur Impensenlehre des römischen Rechts (lex 38 Dig. de rei vindicatione 6,1) unter vergleichender Berücksichtigung der Vorschriften des BGB. (§§ 994 ff.)",1,8
25518484,1906,Der contrarius consensus im Rechte des Bürgerlichen Gesetzbuches.,1,3
25518485,1906,Begriff und Rechtsfolgen der Redlichkeit und der Unredlichkeit bei dem Empfange einer ungerechtfertigten Bereicherung nach dem Rechte des BGB.,1,8
25518486,1906,Die urheberrechtliche Stellung der mechanischen Musikinstrumente und Phonographen.,1,3
25518487,1905,Die Sonderrechte des Verkäufers beim Handelskauf nach § 3/3 des Handelsgesetzbuchs vom 10. Mai 1897.,0,5
25518488,1906,Die juristische Natur des Miteigentums (§ 1008 BGB.).,0,3
25518489,1906,Die Annahme an Kindes Statt nach dem geltenden deutschen bürgerlichen Rechte.,1,3
25518490,1906,Die Vollmacht des Prokuristen.,0,2
25518491,1906,Das modifizierte Wechselakzept.,1,1
25518492,1905,Besteht nach geltendem Reichsrechte ein selbständiger Schadensersatzanspruch der Lebensversicherungsgesellschaft gegen den Urheber der schuldhaften Tötung des Versicherten?,1,6
25518493,1906,"Das Frauengut unter Ausschluss des Sondergutes im heutigen bündnerischen Privatrechte und nach der Botschaft des Bundesrates vom 28. Mai 1904, betreffend den Entwurf des Schweizerischen Zivilgesetzbuches.",1,8
25518494,1906,Der Nießbrauch am Mitgliedschaftsrechte der Aktiengesellschaft und der Gesellschaft mit beschränkter Haftung.,1,5
25518495,1906,Der Wohnsitz der natürlichen Personen im Bürgerlichen Gesetzbuche.,1,3
25518496,1906,Die rechtliche Natur des Agenturvertrages.,1,2
25518497,1906,Der Begriff des gegen die guten Sitten verstoßenden Rechtsgeschäftes nach § 138 Abs. i BGB.,1,3
25518498,1906,Der Rücktritt vom gegenseitigen Vertrage nach § 326 des BGB.,0,4
25518499,1906,Der Einfluß der Todeserklärung im Familienrecht. Nach dem Bürgerlichen Gesetzbuch für das Deutsche Reich.,0,5
25518500,1906,Die Haftung des Rheders im modernen deutschen und englischen Recht.,1,3
25518501,1906,Das bei der Aufrechnung geltende Prinzip der Gegenseitigkeit der Forderungen; seine Durchbrechungen und Modifikationen.,1,5
25518502,1906,„Der Notstand nach den §§ 228 und 904 des BGB. für das Deutsche Reich“.,1,4
25518503,1905,Kann der Indossator eines über die Beschaffenheit des Gutes schweigenden Orderlagerscheines den Lagerhalter für Mängel des Lagergutes verantwortlich machen? Versuch einer juristischen Konstruktion der Stellung des Orderlagerschein-Indossatars gegenüber dem Lagerhalter.,1,11
25518504,1906,Die Rechtsstellung des Komittenten im Konkurse des Einkaufs- bezw. Verkaufskommissionärs.,1,4
25518505,1906,Entstehen und Erlöschen der Prokura.,1,3
25518506,1905,Das Verfügungsrecht des Absenders im Landfrachtverkehr nach Handelsrecht mit Einschluß des Eisenbahnverkehrs.,1,6
25518507,1906,Rechtliche Natur und Gegenstand der Kollationspflicht unter besonderer Berücksichtigung des römischen Rechts.,0,5
25518508,1906,Der Einfluß der Ausgleichung auf die Erbenhaftung im Bürgerlichen Gesetzbuche.,0,4
25518509,1906,Das verdeckte Inkassogiro.,1,1
25518510,1906,"Die l. 11 § 2 de pignoribus et hypothecis etc. D. 20,1 und die Beurteilung ihres Tatbestandes nach heutigem bürgerlichem Rechte.",0,4
25518511,1906,"Die rechtliche Stellung von Verpfänder, Pfandeigentümer und Pfandschuldner beim Fahrnispfande nach deutschem bürgerlichen Rechte.",1,6
25518512,1906,Die Eintragungsbewilligung des heutigen Grundbuchrechts.,1,2
25518513,1906,"Die Unterschiede zwischen der stillen Gesellschaft des HGB. einerseits, der offenen Handelsgesellschaft und der Gesellschaft des BGB. andererseits.",0,6
25518514,1906,Die Ehrenannahme nach der deutschen Wechselordnung.,0,2
25518515,1906,"Die Schlüsselgewalt der Ehefrau nach altem und neuem deutschen Recht nebst einem Vergleich mit dem römischen Recht, unter besonderer Berücksichtigung einiger Nebenmaterien des früheren deutschen Privat- und des jetzigen Landesrechts.",1,8
25518516,1906,Die Fluchtlinie.,1,1
25518517,1905,Der gesetzliche Aussteueranspruch nach dem Bürgerlichen Gesetzbuche.,1,2
25518518,1906,Die Wechselduplikate.,0,1
25518690,1905,Eruptivgesteine im Nordwesten Kleinasiens.,1,3
25518691,1906,Schopenhauers pädagogische Ansichten im Zusammenhange mit seiner Philosophie.,0,3
25518692,1906,Elemente mit Elektroden zweiter Art.,0,3
25518693,1906,Musikphilologische Studie über die „Sieben Busspsalmen“ (Septem psalmi poenitentiales) des Orlando di Lasso.,1,4
25518694,1906,"Livius, Bersuire und Bellenden. Vergleichende Studien zu Bellenden's Liviusübersetzung.",1,6
25518695,1906,Einwirkung von Licht und Wärme auf die Dibenzalpropionsäure und einige Fulgide.,1,5
25518696,1905,Reaktionen auf Schalleindrücke nach der Methode der Häufigkeitskurven bearbeitet.,1,4
25518697,1906,Die ethischen Probleme in den Jugendschriften der Jungdeutschen (1833-1835.),1,3
25518698,1905,Eine Methode zur Bestimmung der Dicke und optischen Konstanten durchsichtiger Metallschichten.,1,5
25518699,1906,William Wordsworth im Urteile seiner Zeit.,0,3
25518701,1906,Beiträge zur Geschichte und Methode des chemischen Unterrichts in der Volksschule.,0,5
25518702,1906,Der Bauer und die bäuerlichen Lasten im Herzogtum Sachsen-Altenburg vom 17. bis zum 19. Jahrhundert.,1,3
25518703,1906,Beiträge zur Kenntnis der Halogensauerstoffverbindungen. Mit einer Figur im Text.,1,5
25518704,1906,Über das Ansteigen der Helligkeitserregung. Mit 14 Figuren im Text.,1,3
25518705,1906,Die ästhetischen Grundgedanken von Herders Plastik in ihrem Entwicklungsgange.,1,3
25518706,1905,Die historisch-politischen Anschauungen Thomas Abbts.,1,1
25518707,1906,Die Staatsschulden Sachsens in der Zeit von 1763 bis 1837.,0,3
25518708,1906,"„A Myrroure for Magistrates“, considered with special reference to the sources of Sackville's contributions.",0,0
25518709,1906,Über die Anlagerung von Halogenen und Perhalogenwasserstoffsäure an Sauerstoffverbindungen.,1,4
25518710,1905,Das Problem des egoistischen Perfektionismus in der Ethik Spinozas und Nietzsches.,1,4
25518711,1905,Die Inszenierung des deutschen Dramas an der Weende des sechzehnten und sieebzehnten Jahrhunderts. Ein Beitrag zur älteren deutschen Bühnengeschichte.,1,5
25518713,1905,Ein Beitrag zur Geschichte der Einführung und Weiterzüchtung des schwarzbunten Östfriesen- und Holländer-Viehschlages in Östpreußen sowie zum Einflusse dieser Einführung auf die Landwirtschaftlichen Verhältnise der Provinz.,1,9
25518714,1905,Die Quellen zu Hauffs „Lichtenstein.“,1,2
25518715,1906,Fusspfad und Weg geographisch betrachtet. Nebst 15 Abbildungen (Originale im Museum für Völkerkunde zu Leipzig) und 1 Karte.,1,5
25518716,1906,"Zur Syntax der Sonneberger Mundart. Gebrauch der Interjection, des Substantivs und des Adjectivs.",1,6
25518717,1906,Der Philhellenismus in Deutschland. 1821- 1829. Ein Beitrag zur Geschichte der öffentlichen Meinung im 19. Jahrhundert.,1,5
25518718,1906,Zur Natur der farbigen Verbindungen aus Succinylobernsteinsäureester und ihrer Salze.,1,4
25518719,1905,Ein Beitrag zur Histologie und Pathogenese der Uterus- und Eileitertuberkulose beim Rinde. Mit 4 Tafeln.,1,5
25518720,1905,Die Basaltgesteine der Kosel bei Böhm.-Leipa. Mit einer Kartenskizze im Text.,1,5
25518721,1906,Bilder und Symbole babylonisch-assyrischer Götter.,1,3
25518722,1905,Das literarische Porträt in Frankreich im Zeitalter Richelieus und Mazarins.,1,4
25518723,1905,Experimentelle Untersuchungen über Lamellare Doppelbrechung.,0,2
25518724,1906,Regeneration der Beine und Autotomie bei Spinnen. Mit 2 Tafeln.,1,4
25518725,1906,Über Isomerieverhältnisse bei ungesättigten Dicarbonsäuren und ihren Derivaten.,0,3
25518726,1906,Zur Entwicklung der Verkehrswege des australischen Kontinents.,1,3
25518727,1906,Molekulargrößen einiger anorganischer Körper.,1,2
25518728,1905,Die pädagogischen Anschauungen E. M. Arndts im Zusammenhang mit seiner Zeit.,1,4
25518729,1906,"Beiträge zur Kenntnis semicyklischer 1, 5-Diketone.",1,3
25518730,1905,Das Verfahren bei den deutschen Bischofswahlen in der zweiten Hälfte des 12. Jahrhunderts.,1,3
25518731,1906,Über die Körperfarbe von Chinon- und Ketonderivaten sowie von Oxyazokörpern.,1,3
25518732,1906,Beiträge zur Kinetik photochemischer Reaktionen.,1,3
25518733,1906,1. Über Lösungen stark dissoziierter Elektrolyte. II. Über die angeblichen Isomerieen bei Phosphiten und Hypophosphiten. III. Über chinoïde aci-Nitrophenoläther.,1,5
25518734,1906,Der Beckengürtel und die hinteren Extremitäten von Endyptes Chrysocome.,1,3
25518735,1906,Die Wissenschaft vom Menschen. Ein Beitrag zum deutschen Geistesleben im Zeitalter des Rationalismus mit besonderer Rücksicht auf die Entwickelung der deutschen Geschichtsphilosophie im 18. Jahrhundert.,1,9
25518736,1906,Das Problem der Theodizee im Neuplatonismus.,1,3
25518737,1906,Die Präpositionen in den griechischen Dialektinschriften.,1,2
25518738,1906,Comenius und der naturwissenschaftliche Unterricht.,1,2
25518739,1905,Das Pronomen der Jener-Deixis im Griechischen.,1,3
25518740,1906,Karls v. Plan zur Gründung eines Reichsbundes. Ursprung und erste Versuche bis zum Ausgange des Ulmer Tages (1547).,1,8
25518741,1906,Städtische Vermögenssteuern im Mittelalter.,1,2
25518743,1906,"Über drei α, δ-Bisdiphenylenfulgide und ihr Verhalten gegen Licht und Wärme.",1,4
25518744,1906,Zur Kenntnis der Schwefel-Verbindungen im Leuchtgase.,1,3
25518745,1906,Die Neubildung der Rumänischen Tiernamen.,1,2
25518746,1905,Schleiermachers Erkenntnistheorie in ihrem Verhältnis zur Erkenntnistheorie Kants.,0,4
25518747,1906,Die Schwemmlandküste des Arno. Versuch der Begrenzung eines Küstensaumes nach innen.,1,5
25518748,1906,Die Pseudogenies bei A. Daudet. Eine literarpsychologische Untersuchung zur inneren Entwicklung des französischen Realismus.,1,5
25518749,1906,Über das Ansteigen der Tonerregung. Mit 22 Figuren im Text.,1,3
25518750,1906,Der kirchliche Besitz im Arrondissement Aachen gegen Ende des 18.Jahrhunderts und seine Schicksale in der Säkularisation durch die französische Herrschaft. Ein Beitrag zur Kirchen- und Wirtschaftsgeschichte der Rheinlande.,1,9
25518752,1905,Die Tradition über Germanicus.,1,2
25518753,1905,Zur Isomerie von Pulegon-Derivaten.,1,2
25518754,1905,Untersuchungen der Wachstumsvorgänge bei verschiedenen Runkelrübensorten.,1,3
25518755,1906,G. B. Vico als Geschichtsphilosoph und Völkerpsycholog.,1,3
25518756,1906,Experimentelle Studien über das Texasfieber der Rinder (La tristeza) in den La Plata Staaten.,1,5
25518757,1905,Über die Wahrnehmbarkeit der plötzlichen Druckveränderungen.,1,1
25518758,1905,Über den Einfluß von Temperatur und Ätherdampf auf die Lage der Laubblätter.,1,5
25518759,1906,Ein Beitrag zur Erkenntnis der sozialwissenschaftlichen Bedeutung des Bedürfnisses.,1,4
25518760,1905,Über die Beziehungen zwischen dem Melkverfahren und der Zusammensetzung der Milch.,1,4
25518761,1906,Untersuchungen über den feineren Bau und die Metamorphose des Cyphonautes. (Aus dem zoologischen Institut der Universität Leipzig.) Mit 5 Tafeln und Textfiguren.,1,7
25518762,1906,Die Zschorlauer Mundart.,1,1
25518763,1905,Der Kampf des Waides mit dem Indigo.,1,3
25518764,1906,Die Phosphoritkonkretionen des Untersten Culms in Östthüringen und dem Vogtlande.,1,5
25518765,1905,Beitrag zur Frage des Wertes des Hafers für die Milchproduktion.,0,5
25518766,1906,Über die Bildung des Bromwasserstoffgases aus den Elementen.,0,3
25518767,1905,Über die Einwirkung von Halogenen auf Dikarboxylglutarsäureester. (ω₂-ώ₂-Propantetrakarbonsäureester.),1,4
25518768,1906,Die Geschichte des Rochlitzer Tuchmacherhandwerkes.,1,2
25518769,1906,Über Methylen-Verbindungen und einige andere Derivate der Meta-dioxybenzole.,1,3
25518770,1906,Die Fayencefabrik zu Mosbach in Baden.,1,3
25518771,1905,Versuch einer Theorie der elektrolytischen Dissociation unter Berücksichtigung der elektrischen Energie.,1,5
25518772,1906,Untersuchungen über Zellhautbildung um plasmolysierte Protoplasten.,1,3
25518773,1906,Deutschlands Geflügelhaltung und sein Handel mit Geflügelprodukten.,1,3
25518774,1906,Die Pässe der Westkarpathen unter besonderer Berücksichtigung der Paßstraßen der Sandsteinzone.,1,5
25518776,1906,Florentinische Bankhäuser der vormediceischen Zeit.,1,2
25518777,1906,Hasse und die Brüder Graun als Symphoniker. Nebst Biographien und thematischen Katalogen.,1,5
25518778,1906,Studien zur neuhochdeutschen Legendendichtung. Ein Beitrag zur Geschichte des deutschen Geisteslebens.,1,5
25518779,1906,"Gutsherrlich-bäuerliche Verhältnise in der Ober-Lausitz. Rekonstruktion der Dörfer Rennersdorf, Berthelsdorf und Groß-Hennersdorf bei Herrnhut i. S. Ein Beitrag zur Erforschung der Siedelungsverhältnisse im Kolonialgebiet.",1,12
25518780,1906,Tarif und Lohn im deutschen Buchdruckgewerbe.,1,3
25518781,1906,Die innere Reibung als Hilfsmittel zum Nachweis desmotroper Formen.,1,4
25518782,1906,David Humes Stellung zum Deismus.,1,2
25518783,1906,Nacktheit und Entblößung in der altorientalischen und älteren griechischen Kunst.,1,3
25518784,1906,Beiträge zum Generationswechsel von Doliolum. Mit 9 Tafeln und 14 Zinkographien im Text.,1,4
25518785,1905,Strahlungsmessungen an Resonatoren im Gebiete kurzer elektrischer Wellen.,1,4
25518786,1906,Über die Bildung von Ammoniak aus stickstoffhaltigen Düngemitteln organischen Ursprungs.,1,4
25518787,1905,Die Unterschiede zwischen der Naturphilosophie Descartes' und derjenigen Gassendis und der Gegensatz beider Philosophen überhaupt.,1,6
25518788,1906,Über Tiefenlokalisation von Doppelbildern. Mit 8 Figuren im Text.,1,3
25518789,1905,Intramoleculare Veränderungen der Cyanursäure und ihrer Salze.,1,3
25518790,1905,Reaktionsgeschwindigkeiten bei tiefen Temperaturen. Mit 3 Figuren im Text.,0,3
25518791,1906,Wasserbewegung und Turgorregulation in welkenden Pflanzen.,1,3
25518792,1906,Beiträge zur Lehre vom Demonstrativpronomen in den altgermanischen Dialekten.,1,4
25518793,1906,Über die Austrocknungsfähigkeit gekeimter Samen und Sporen.,1,3
25518794,1906,"Qiṣṣat Mâr Êlîḭâ (Die Legende vom hl. Elias). Als Beitrag zur Kenntnis der arabischen Vulgär-Dialekte Mesopotamiens nach der Handschrift Kod. Sachau 15 der Königlichen Bibliothek zu Berlin herausgegeben, übersetzt und mit einer Schriftlehre versehen.",1,13
25518795,1906,Madame de Charrière und ihre Stellung zur Frage der sozialen Lage der Frau.,1,5
25518797,1906,Die Entwicklung des Seeromans in England im 19. Jahrhundert.,0,3
25518798,1906,"Die Entstehung der Landeshoheit des Trierer Erzbischofs zwischen Saar, Mosel und Ruwer und ihr Kampf mit den patrimonialen Gewalten.",1,8
25518799,1905,Das Naturrecht und der Entwicklungsgedanke.,1,2
25518800,1905,Ursprung und Ziel der modernen Bankentwickelung.,1,3
25518801,1905,"Die Gleichgewichte 6 H + 5J' + JO'₃ = 3J₂ + 3H₂O und 6H + 5Br' + BrO'₃ = 3 Br2 + 3H₂O, chemisch u d elektomotorisch bestimmt. Mit einer Figur im Text.",1,7
25518802,1905,Über die Fällung der Metallsalze durch Schwefelwasserstoff.,1,3
25518803,1905,J.-J. Rousseaus Einfluß auf Robespierre.,1,3
25518804,1905,Ein Beitrag zur Kenntnis der Darmtuberculose des Huhnes. Mit 4 Microphotographieen auf 2 Tafeln.,1,4
25518805,1906,Die Wortstellung in den poetischen Werken Pierre de Ronsards.,1,3
25518806,1905,Der Einfluß der Gerichtsherrschaft auf die Gestaltung der ländlichen Verhältnise in den niederrheinischen Territorien Jülich u. Köln im 14. und 15. Jahrh.,1,6
25518807,1905,Arbeit aus dem botanischen Institut der Universität Leipzig. Über Protoplasmaströmung bei Mucorineen.,1,5
25518809,1905,Versuche zur Darstellung neuer hetero- und karbocyklischer Verbindungen aus 4-4¹ Diamidodiphenylmethan.,1,3
25518810,1906,"Die geologischen Verhältnise des Allgäuer Hauptkammes von der Rotgundspitze bis zum Kreuzeck und der nördlich ausstrahlenden Seitenäste. (Mit einer Karte, einem tektonischen Übersichtskärtchen, zehn Profilen und vier Abbildungen.)",1,7
25518811,1906,Johann Georg Hamanns Bedeutung für die Pädagogik.,1,2
25518812,1906,(Prof. Dr. Eber). Über Lungenatelektase und ihre Beziehungen zur Schweineseuche. Mit 7 Abbildungen.,1,3
25518813,1906,Über die Reduktion von Dinitrodi-p-tolylmethan und über die Konstitution der Diamidodi-p-tolylmethane.,1,4
25518814,1905,Ahasver-Dichtungen seit Goethe.,1,2
25518815,1905,Die Normaltäuschungen in der Lagewahrnehmung. Mit 21 Textfiguren.,1,2
25518816,1906,Beiträge zur chemischen Kenntnis der Kamala und zur Konstitution des Rottlerins.,1,5
25518817,1906,"Biogeographische Betrachtung des Rachel zum Zwecke der Darlegung, wie das Leben diesen Raum in vertikaler Richtung besetzt hat. (Lebenszonen, Lebensgrenzen.)",1,9
25518818,1906,"Antoine de La Fosse, Sieur d'Aubigny als Tragiker.",1,3
25518819,1906,I. Über Merkuriverbindungen von Oximidokörpern. II. Dissoziation der Schwermetallsalze der Aminosäuren.,1,5
25518820,1906,1. Über die Isomerie der sogenannten Benzolazocyanessigester. II. Zur Kenntnis der Diazoverbindungen. A. Syndiazotate als primäre Produkte der Reaktion zwischen Nitrosobenzolen und Hydroxylamin. B. Zur Zersetzungsgeschwindigkeit der Diazohaloide in wässeriger Lösung.,1,12
25518821,1906,Der ansteckende Scheidenkatarrh der Rinder unter besonderer Berücksichtigung der pathologischen-histologischen Veränderungen derScheidenschleimhaut.,1,4
25518822,1906,Studien über John Skelton.,1,2
25518823,1906,Beiträge zur Kenntnis der Ergrünungsbedingungen bei Pflanzen.,1,4
25518824,1906,Untersuchungen über einen Tschernosem (Schwarzerde) aus S.-W.-Russland und sein Nährstoffbedürfnis.,1,5
25518825,1906,Die Psychologie des Clemens von Alexandrien im Verhältnis zu seiner Ethik.,1,5
25518826,1905,Die konsonantischen Varianten in den doppelt überlieferten poetischen Stücken des massoretischen Textes.,1,3
25518827,1905,Ulrich von Hutten in der deutschen Litteratur. Eine stoffgeschichtliche Untersuchung.,1,3
25518828,1906,Clément Marot's Verhältnis,1,1
25518829,1906,Die Haltung Kursachsens im Streite um die unmittelbare Reichsritterschaft in den Jahren 1803- 1806.,1,5
25518830,1906,Die Anschauungen der Franzosen über die geistige Kultur der Deutschen im Verlaufe des 18. und zu Beginn des 19. Jahrhunderts.,1,6
25518831,1905,Die Alliteration im eddischen Fornyrdislag. Ein Beitrag zur Kenntnis des altgermanischen Satzaccentes.,1,5
26188261,1906,Solarisation in Bromsilberschichten. Mit 1 Figur im Text und einer Tafel.,1,4
25518834,1906,[I.] Über Absorptionsgeschwindigkeiten zwischen festen und gasförmigen Stoffen. [ II.] Über metastabile Zustände bei Reaktionen zwischen festen und gasförmigen Stoffen.,1,5
25518835,1905,Untersuchungen über das Verhalten der Blutkörperchen bei gesunden und mit croupöser Pneumonie behafteten Pferden.,1,4
25518836,1906,Die Theodizee des christlichen Apologeten Justin.,1,2
25518837,1906,Théodore Agrippe d'Aubigné der Dichter.,1,2
25518839,1906,Beitrag zur Kenntnis der Filixgerbsäure.,0,3
25518840,1905,Die Gebärparese des Rindes. Mit einer Abbildung.,1,3
25518841,1906,Die Pädagogik Johann Baptist Grasers in ihrer besonderen Bedeutung für den Taubstummenunterricht.,1,3
25518847,1905,Strafbare Beleidigung trotz Wahrnehmung berechtigter Interessen.,1,3
25518848,1906,Die Spionage. Eine völkerrechtliche Studie.,1,2
25518849,1905,"Wird der Anspruch aus unerlaubter Handlung dadurch ausgeschlossen, daß zwischen dem Täter und dem Verletzten ein besonderes Rechtverhältnis, insbesondere ein Vertragsverhältnis, besteht?",1,6
25518850,1905,Die Auslobung nach dem Bürgerlichen Gesetzbuch unter Berücksichtigung des vor 1900 in Deutschland geltenden Rechts.,0,4
25518851,1906,"Der Anspruch der Postverwaltung auf Rückforderung des auf Grund einer Postanweisung ausgezahlten Betrages, falls dieser nicht eingezahlt ist.",1,7
25518852,1905,Das fiduziarische Rechtsgeschäft.,0,1
25518853,1906,Die Ehre im bürgerlichen Recht.,0,2
25518854,1906,Die Abtretbarkeit der Forderungsrechte bei den Glossatoren.,1,3
25518855,1906,Die Ersetzungsbefugnis (facultas alternativa) im deutschen bürgerlichen Recht. (Teildruck.),1,4
25518856,1906,Schutz gegen drohende Gefährdungen.,1,2
25518857,1906,Die Entwickelung des Oberappellationsgerichts zu Cassel.,1,3
25518858,1906,Der Pfandverkauf nach dem Bürgerlichen Gesetzbuch.,0,2
25518859,1906,Ist die Hypothek ein accessorisches Recht?,1,2
25518860,1906,Wesen und Funktion des Zinsscheins.,1,3
25518861,1905,Die kriegerische Besetzung feindlichen Staatsgebietes nach den Bestimmungen der Haager Friedenskonferenz.,1,4
25518890,1906,Vorfragen zur Entstehungsgeschichte der altarmenischen Bibelübersetzungen.,1,3
25518891,1906,Zur Entstehung von Voltaire's „Zaire“.,1,2
25518892,1906,Beiträge zur Kenntnis der Autoxydationserscheinungen.,1,3
25518893,1906,Versuche über Entstehung von Nebel und dessen optische Eigenschaften bei Wasserdampf und einigen anderen Dämpfen. Mit einer Figurentafel und zwei Figuren im Text.,1,8
25518894,1905,Beiträge zur Kenntnis des Baues der Tardigraden.,1,4
25518895,1905,"Über die Temperaturmaxima der Sporenkeimung und der Sporenbildung, sowie die supramaximalen Tötungszeiten der Sporen der Bakterien, auch derjenigen mit hohen Temperaturminima.",1,8
25518896,1906,Über praehistorische Grotten in Phrygien,1,2
25518897,1906,Beiträge zur Kenntnis der kristallinischen Flüssigkeiten.,1,3
25518898,1905,Die Erhebung des Hauses Luxemburg auf den deutschen Thron im Jahre 1346.,1,4
25518899,1906,Beiträge zur Geschichte der bremischen Familiennamen.,1,3
25518900,1905,Über lateinische Elemente im Mittelenglischen. Beiträge zur Geschichte des englischen Wortschatzes.,1,5
25518901,1906,Beiträge zur Kenntnis der Spermatogenese beim Regenwurm.,1,4
25518902,1905,Quellenstudien aus der Umgebung von Marburg.,0,3
25518903,1905,Die wachsbereitenden Organe bei den gesellig lebenden Bienen.,1,2
25518904,1905,Untersuchungen über Nitro-o-toluylendiamin.,1,2
25518905,1906,Recht und Staat in den Romanen des Crestien von Troyes.,1,5
25518906,1906,Beiträge zur Geschichte der Idee. Teil 1. Philon und Plotin.,1,5
25518907,1906,Über die Beziehungen zwischen der molekularen Oberflächenenergie und einfachen chemischen Vorgängen in Flüssigkeiten unter besonderer Berücksichtigung der Tautomerie.,1,6
25518908,1905,Über die Einwirkung von Brom auf Di-p-phenol-methyläthylmethan.,1,3
25518909,1906,Systematische Lautlehre Bullokars (Vokalismus).,1,3
25518910,1905,Beiträge zur Theorie des Eisenhochofenprozesses und Untersuchungen über die gegenseitigen Beziehungen der verschiedenen Kohlenstoffmodifikationen.,1,6
25518911,1905,Über die Einwirkung von Brom und von Salpetersäure auf das as-p-Diphenolaethan.,1,4
25518912,1906,Demonstration von Isothermen auf Platten.,1,3
25518913,1905,Untersuchungen und Materialien zur Verbreitung der freien Gewerkschaften seit 1896.,1,4
25518914,1905,"Untersuchungen über 1,2-Methylnaphtol.",0,1
25518915,1905,Über 1-3-4-Xylenol-5-carbinol.,1,1
25518916,1905,Die deutsche Übersetzung der Novellen des Ritters vom Turn.,1,4
25518917,1905,Beiträge zur Kenntnis der Cumarine.,0,3
25518918,1905,Untersuchungen über das 2-oxybenzo-5-diphenyldihydrofuranon.,0,1
25518920,1905,Beitrage zur Metrik Rudyard Kipling's.,1,2
25518921,1906,Die Beseelung des Leblosen bei französichen Dichtern des XIX. Jahrhunderts.,1,5
25518922,1905,Untersuchungen über Autoxydationen.,1,2
25518923,1906,Über geschwefelte Anilide der Malonsäure und der Bernsteinsäure und deren Umwandlungsprodukte.,1,4
25518924,1906,Über die Metakutisierung der Wurzelspitze und über die verkorkten Scheiden in den Achsen der Monokotyledonen.,1,5
25518925,1905,"Der Söldner (soudoyer) im Mittelalter, nach den französichen (und provenzalischen) Heldenepen.",1,4
25518926,1906,Untersuchungen über die Entwicklung von Paludina vivipara.,0,3
25518927,1905,Beiträge zur Kenntnis der Derivate der Cumalinsäure.,1,4
25518928,1906,Zur neuesten Entwicklung des Genossenschaftswesens im Handwerk.,1,3
