id,year,Titel,novel,num_phrases
23396812,1894,Die englische Schriftsprache in Tottel's „Miscellany“ (1557) und in Tottel's Ausgabe von Brooke's „Romeus and Juliet“ (1562),1,4
23396813,1894,Der Einfuss des Reims auf die Sprache Volframs von Eschenbach,1,5
23396814,1894,Untersuchungen über die Werken vanZuster Hadewisch (1. Gedichten),1,2
23396815,1893,Hydrographische Studien im Sundgauer Hügellande,1,2
23396816,1893,Studien zur Geschichte Paduas und Veronas im dreizehnten Jahrhundert,1,5
23396817,1893,Etymologisches Wörterbuch der Sanskrit-Sprache. I. Th.: Einl. u. Vocale,1,4
23396818,1893,Die brandenburgische Kanzlei und das Urkundenwesen während der Regierung der beiden ersten hohenzollerschen Markgrafen. (1411-1470) E. Beitrag z. Verwaltungspraxis d. Hohenzollern in d. Mark Brandenburg im 15. Jh.,1,7
23396819,1894,Die Konstanzer Geschichtschreibung bis zum 18. Jahrhundert,1,1
23396820,1894,Beiträge zu Servatus Lupus Abt von Ferriéxes,1,3
23396821,1894,Die Sculpturen des Strassburger Münsters bis 1789.,1,2
23396822,1894,"Entstehung, Überlieferung und Quellen des deutschen Volksbuches Lucidarius",1,4
23396823,1894,"Die Vaganten-Strophe der mittellateinischen Dichtung und das Verhältnis derselben zu mittelhochdeutschen Strophenformen, e. Beitrag z. Carmina-Burana-Frage",1,6
23396824,1892,"Stilistisches und Wortschatz im Beówulf, e. Beitrag z. Kritik d. Epos",1,4
23624327,1893,Bischof Bertram von Metz. 1180 - 1212,1,1
23624345,1894,Studien zu Einschlüssen in den vulcanischen Gesteinen des Siebengebirges. M. e. Taf. u. e. Textfig.,1,6
23624347,1894,"Über Proppyl- Itaconsäure, -Citraconsäure und -Mesaconsäure",1,3
23624349,1894,Über die quantitative Bestimmung des Glycocolls in den Zersetzungsprodukten der Gelatine,1,4
23624353,1893,"Über die Darstellung und das Verhalten der Hexylita-, -Citra- und -Mesaconsäure",1,3
23624386,1893,Beobachtungen über die elektrische Leitfähigkeit von Salzen,1,3
23624422,1894,Über die αβ- und βγ-Pentensäure,1,1
23624445,1894,Über die Oxydation der βγ- und der αβ-Isoheptensäure mit Kaliumpermanganat,1,3
23624463,1893,"Über das Verhalten der Allylmalonsäure, Allylessigsäure und Aethylidenpropionsäure",1,4
23624473,1894,Über die Absorption des Wasserstoffs im Wasser und in wässrigen Lösungen. M. e. Taf.,1,5
23396835,1894,"Über die Kugeln, welche eine cubische Raumcurve mehrfach oder mehrpunketig berühren",1,3
23396836,1894,Die Untreue. (§ 266 St. G. B.),1,2
23396837,1893,Über Landstreicherei und Bettel. Reichsstrafgesetzbuch § 361 Nr. 3 und 4,1,4
23396838,1893,Verhältnis von Anklage und Urteil,1,3
23396839,1894,Die Behandlung zusammenhängender Strafsachen nach der deutschen Stratprozessordnung,1,3
23396863,1894,Die Lehre von den Staatsdienstbarkeiten histor.-dogmat. entwickelt,1,2
23396864,1894,Beitrag zu der Durchforstungsfrage,1,2
23396865,1894,"Das Tabakmonopol in Württemberg. E. Beitrag z. Finanzgesch. Württembergs, insbes, seit d. Mitte d. vorigen Jhs.",1,7
23396866,1894,Über Staatswaldveräußerungen,1,1
23396867,1892,Crédit Foncier de France und seine Bedeutung für den landwirtschaftlichen Grundcredit in Frankreich,1,4
23396868,1894,Depositengeschäfte und Depositenbanken. Theorie d. Depositenbankewesens.,1,4
23396869,1894,Die Bedeutung des Anerbenrechts für Süddeutschland.,1,3
23396870,1893,Über die Einwirkung von Chlorwasserstoffsäure auf Äthyl-Alkohol,1,3
23396871,1893,Über die Einwirkung von Eisenchlorid auf Jodkalium und Jodwasserstoff,1,4
23396872,1893,Über einige amidirte Amidinbasen,1,1
23396873,1894,Über Propan und Aethan in flüssigem Zustand,1,3
23396874,1894,Die Schraubenflächen. E. monograph. Studie,1,3
23396875,1894,Über Diamidopropionsäure,1,1
23396876,1894,Zur Köhnlein'schen Darstellung der Paraffine,1,2
23396877,1893,Zur Kenntnis der Dinitroterephtalsäuren,1,2
23396878,1894,Vergleichend anatomische und physiologische Untersuchungen über das männliche Begattungsorgan der Feliden mit besonderer Berücksichtigung d. Nervenendiggn,1,5
23396879,1894,Zur Kenntnis der Einwirkung von Ferrisulfat und Ferriacetat auf Jodkalium und Jodwasserstoff,1,6
23396880,1894,Über die Lage des Phanerogamen-Embryo. M. 1 Taf.,1,4
23396881,1894,Über Magnesium-Diphenyl,1,1
23396886,1893,"Die Verpachtung der preussischen Staatsdomänen nebst Vorschlägen zur Reform. M. Berücksichtigung d. Domänenpachtkontrakte v. Mecklenburg-Schwerin, Kgr. Sachsen, Braunschweig, Anhalt u. Oldenburg",1,13
23396887,1894,Zur Geschichte der Balkan-Eisenbahnen,1,2
23396888,1894,Grundzüge des Bayrischen Stolrechtes,1,2
23396889,1894,Die rechtliche Stellung des konkursfreien Privatvermögens des Gesellschatters einer offenen Handelsgesellschaft vor und nach der Eröffnung des Konkurses über das Gesellschaftsvermögen,1,7
23397026,1894,Zur Kenntnis der Samenkörper der Arthropoden,1,3
23397027,1893,Zur Kenntnis der isomeren Diamidobernsteinsäuren,1,2
23397029,1894,Lockes Erkenntnistheorie. I. Tl. : Der Subjektivismus,1,3
23397030,1893,"Zitate aus Vṛiddhamanu und Bṛihanmanu, nach Saṃskṛitwerken d. Mittelalters u. d. Neuzeit zsgest. u. ins Deutsche übs.",1,7
23397031,1894,Die Gattung Gyrodactylus v. Nrdm.,1,2
23397032,1894,Topographie des Excretions-Apparates und Nervensystems von Distomum lanceolatum,1,4
23397033,1894,Beiträge zur Kenntnis des Oxalbernsteinsäureesters und des Oxalessigesters,1,4
23397034,1893,Über die Oxydation von p-Oxychinolin,1,2
23397035,1893,Über den Einfluss des Druckes auf das elektrische Leitungsvermögen einiger Säuren und Salzlösungen,0,4
23397036,1894,Bacteriologische und chemische Untersuchungen über Sauerteiggärung,1,3
23615996,1895,Die exceptio doli generalis,1,1
23615997,1894,Die Schadensersatzpflicht des Mandanten nach gemeinem Rechte,1,3
23615998,1895,Der römische Konkubinat nach den Rechtsquellen und den Inschriften,1,3
23615999,1895,Beiträge zur Lehre von der fraus legi facta in den Digesten,1,4
23616000,1894,Der „Erfolg“ als Voraussetzung der grossen Haverei,1,3
23616001,1894,Das beneficium excussionis realis,1,1
23616166,1895,Über das Grundprincip der Association,1,2
23616167,1894,Über die Einwirkung von Brom auf Methylsenfoel,1,3
23616168,1895,Über das Absorptionsspectrum des flüssigen Wassers und über die Durchlässigkeit der Augenmedien für rothe und ultrarothe Strahlen. M. e. Taf.,1,7
23616169,1895,Spinozas erste Einwirkungen auf Deutschland,1,3
23616170,1895,Beiträge zur Kenntnis des Wesens der Säcular Variation des Erdmagnetismus,1,5
23616171,1894,Über die Glucoside einiger Alkohole und Oxysäuren,1,3
23616172,1895,Über β- und γ-Aethoxybutylamin,1,1
23616174,1895,Zur Kenntnis der Phtalazinderivate,1,2
23616175,1894,Die Verbreitungsmittel der Leguminosen des tropischen Afrika,1,3
23616176,1895,Ciliate Infusorien im Coecum des Pferdes. (Aus d. zoologischen Institut zu Berlin.),1,6
23616177,1894,Über die Gefrierpunkte einiger binärer Gemenge heteromorpher Substanzen. M. e. Taf.,1,4
23616178,1894,Zur Charakteristik der Oxysäuren,1,2
23616179,1894,Über die im Wiederkäuermagen vorkommenden ciliaten Infusorien. (Aus d. zoologischen Institut zu Berlin.),1,3
23616180,1895,Über die Einwirkung von Molybdäntrioxyd und Paramolybdaten auf normale Vanadate und eine neue Bestimmungsmethode von Vanadinpentoxyd und Molybdäntrioxyd neben einander,1,7
23616181,1895,Die Stifter Magdeburg und Halberstadt im Schmalkaldischen Kriege,1,3
23616183,1894,"Johann Friedrich von Cronegk, sein Leben und seine Schriften",1,4
23616184,1895,Über die Ab﻿sorption des Stickoxyduls im Wasser und in Salzlösungen,1,4
23616185,1895,Studien über die norddeutsche Heide. Versuch e. Formationsgliederg. I. Tl.,1,5
23616186,1895,Der Friede von Montebello und die Weiterentwickelung des Lombardenbundes,1,4
23616187,1894,Über 4-Alkylthiosemicarbazide und einige Condensationsprodukte derselben,0,1
23616188,1895,Zur Kenntnis der Löslichkeit von Mischkristallen,1,3
23616189,1895,Über die Arten der Conjunctivsätze in dem Gedicht diu Klage. I. Selbständige Conjunctivsätze,1,5
23616190,1895,Über das Phenylindoxyl und einige Derivate des Benzoins,1,3
23616191,1894,Holz und Mark an den Grenzen der Jahrestriebe. M. 1 Taf.,1,6
23616192,1895,Bestimmung der Loslichkeit von Jod in einigen organischen Flussigkeiten,1,4
23616193,1895,Über Dithiourazol und Imidothiourazol,1,2
23616194,1895,[I.] Zur Kenntnis der Isonitrosoketone. [ II.] Eine Darstellungsweise des Diamidoacetons,1,4
23616195,1895,(I.) Methanhydrazomethan. (II.) Einwirkung von Rhodanessigsäure auf Phenylhydrazin. (Phenylamidopyrithiazon.),1,5
23616196,1895,Geschichte der ten Broks,1,2
23616197,1895,Die Methode einer wissenschaftlichen Rückfallsstatistik als Grundlage einer Reform der Kriminalstatistik,1,5
23616198,1895,Der zusammengesetzte Satz in den Gedichten Heinrichs von Melk und in des armen Hartmann Rede vom glouben. I. Tl. Die Temporalsätze,1,8
23616199,1895,"Untersuchungen über Plasmolyse, Elasticitat, Dehnung und Wachstum an lebendem Markgewebe",1,6
23616200,1895,Zur Kenntnis der Amidoketone der Fettreihe,1,3
23616201,1895,Die Multirotation der Dextrose,1,2
23616202,1894,Des armen Hartmann Rede vom glouven. E. deutsche Reimpredigt d. 12. Jhs. Tl I,1,3
23616203,1895,Vauban. Seine Stellg in d. Geschichte d. Nationalökonomie u. sein Reformplan,1,5
23616204,1895,Die Entwickelung des Dialoges im alten Hildebrandsliede,1,3
23616205,1895,Über einige Amido-Derivate des p-Xylols,1,2
23616206,1895,Die untere Kreide des subhercynen Quadersandsteingebirges,1,2
23616207,1895,Allerlei provenzalischer Volksglaube zsgest. nach F. Mistral's „Miréio.“,1,3
23616208,1894,Stichostemma eilhardi nov. gen. nov. spec. E. Beitrag z. Kenntnis d. Nemertinen,1,8
23616209,1895,Über Reduktion von Orthonitrobenzonitril,1,2
23616211,1895,Die Anwendung des Sylow'schen Satzes auf die symmetrische und die alternirende Gruppe,1,3
23616212,1895,"Bestimmung aller reellen Minimalflächen, die eine Schaar ebener Curven enthalten, denen auf der Gauss'schen Kugel die Meridiane entsprechen",1,7
23616213,1895,Erasmus von Rotterdam. Untersuchgn zu seinem Briefwechsel u. Leben in d. Jahren 1509 bis 1518.,1,6
23616215,1895,Beiträge zur Interpretation und Textrekonstruktion des mittelhochdeutschen Gedichtes „Kloster der Minne“. Einleitender Tl,1,6
23616216,1895,Der deutsche S. Christoph. E. historisch-krit. Untersuchg. TI I. Die Vorgeschichte d. Christophlegende,1,6
23616217,1895,Synthese einiger Erzmineralien und analoger Metallverbindungen durch Auflösen und Kristallisierenlassen derselben in geschmolzenen Metallen,1,7
23616218,1895,Über Lösungs- und Dissociationswärmen einiger organischer Silbersalze,1,2
23616219,1895,"Über die Vorgange in Elektrolyten, welche vom galvanischen Strome durchflossen werden und von unpolarisierbaren Elektroden begrenzt sind",1,5
23616220,1894,Der Vocalismus der Siegerlander Mundart,1,2
23616221,1895,Über die Histologie der Ganoidschuppen,1,2
23616222,1895,Über einige Derivate des Methylhydrazins,1,2
23616223,1894,Sprache und Metrik des mittelenglischen strophischen Gedichtes „Le Morte Arthur“ und sein Verhaltnis zu „The Lyfe of Ipomydon“,1,5
23616224,1894,Über die mechanische Auffassung elektromagnetischer Erscheinungen in Isolatoren und Halbleitern,1,4
23616225,1895,Jacques d'Amiens,1,1
23616226,1894,Die Beziehungen zwischen den Deutschen und den pommerschen Slaven bis zur Mitte des 12. Jahrhunderts,1,4
23616227,1894,Das altprovenzalische Klagelied m. Berucks. d. verwandten Litteraturen I. Tl,1,2
23616228,1895,Die Grundprinzipien der Kantischen Moralphilosophie in ihrer Entwickelung,1,3
23616229,1895,Die subhercyne Tourtia und ihre Brachiopoden- und Mollusken-Fauna,1,2
23616230,1894,Die Invarianten der linearen homogenen Differential-Gleichungen n-ter Ordnung,1,3
23616231,1895,Zwei Threnoi Alfred de Mussets,0,0
23616232,1895,Zur Kenntnis einiger Tetramethylstiboniumverbindungen,1,2
23616233,1895,Beiträge zur Kenntnis der molybdaensauren Salze,1,3
23616235,1894,Untersuchungen zur Variations-Rechnung,1,2
23616236,1895,Beitrag zur Kenntnis der Arsenate des Zinks,0,4
23616239,1894,Zur Lehre von dem Inhalte einer Geldschuld,1,3
23616293,1895,Über Camphoronsäure und Camphoransäure,1,2
23616294,1895,Die altfranzösischen Predigten des Heiligen Bernhard von Clairvaux,1,2
23616296,1895,Über die Einwirkung von Phosphorpentachlorid auf Succin-p-toluil,1,3
23616297,1895,Die Reiskultur in Italien (nebst Karte d. Verbreitungsgebietes),1,4
23616300,1895,Berechnung der Coordinaten und des Halbmessers des Mondes aus acht in den Jahren 1840 bis 1876 beobachteten Bedeckungen der Plejaden,1,6
23616301,1895,Über die Einwirkung von Ammoniakbasen auf Dichloroxalsäuredimethylester und Halborthooxalsäuremethylester,1,4
23616302,1895,Über die Electricitätsentwickelung durch Flüssigkeitsstrahlen,1,2
23616303,1895,Die Interesseleistung bei unteilbaren Obligationen nach römischem Recht,1,3
23616304,1895,Die Brandenburgische Kammergerichtsordnung von 1709,1,1
23616305,1894,Wird nach römischem Recht die Verjährung von Amtswegen berücksichtigt?,1,3
23616306,1895,Die Haftung des Geschäftsherrn mit der actio institoria und exercitoria nach römischem Recht,1,5
23616307,1895,Die rechtliche Natur des pignus nominis,1,2
23616308,1894,Die Geltung der römisch-rechtlichen Grundsätze über die res extra commercium im heutigen Recht,1,5
23616309,1894,Die Verpfändung einer fremden Sache nach römischem Recht,1,3
23616310,1895,Der besondere Schutz der Mitglieder des deutschen Reichstages gegen Strafverfolgung und Verhaftung. Von d. jur. Fak. d. Kgl. Universität zu Breslau im J. 1894 „des Preises für würdig befunden“,1,11
23616332,1895,Des Dominicus Gundissalinus Schrift „von der Unsterblichkeit der Seele.“ E. philosophie-geschichtl. Untersuchg,1,5
23616333,1895,"Die Philosophie des Josef (Ibn) Zaddik, nach ihren Quellen, insbes. nach ihren Beziehgn zu d. lauteren Brüdern u. zu Gabirol untersucht. I. Tl",1,9
23616334,1894,Das Waldenburger Bergland. E. kulturgeograph. Versuch. (M. e. Karte.),1,4
23616335,1895,"Die Währungs- und Disconto-Politik der deutschen Reichsbank. M. e. Anhang, enthaltend e. Statistik d. Geschaftsentwickelg d. Reichsbank v. 1876-1894",1,5
23616336,1894,Über Verwitterungsböden des Muschelkalks in Oberschlesien,1,3
23616338,1895,Der Oberschlesische Muschelkalk als Waldboden,1,2
23616340,1895,Über Äthyl- und Propylglyoxalidin,1,1
23616342,1894,Die Zweckmässigkeit der psychischen Vorgange als Wirkung der Vorstellungshemmung,1,4
23616344,1895,Lord Byron als Übersetzer. I. II A,1,2
23616345,1895,Über die Einwirkung von Formaldehyd auf Chinaldin,1,3
23616346,1894,Über die Constitution des Dimethylconins und des Dime thylpipecolins,1,4
23616347,1895,Die Korallenfauna der Schichten von St. Cassian in Süd-Tirol,1,4
23616349,1894,Beiträge zur Erklärung und Textkritik des mittelenglischen Prosaromans von Merlin Hälfte 1,1,5
23616351,1895,Kann der juristische Besitzer einer unbeweglichen Sache den Inhaber aus dem Besitz vertreiben?,1,4
23616352,1895,Die Haftung des Beneficialerben für die Schulden der Erbschaft nach römischem und gemeinen [! ] Recht,1,6
23616353,1895,"Das Vergehen gegen § 288 R.-Str.-G.-B. (Vereitelung der Zwangsvollstreckung) dargestellt in Vergleichung mit den Vergehen gegen die §§ 289, 263, 137 R.-Str.-G.-B.",1,6
23616354,1895,"Die Verteilung des periculum bei partiellem Untergang einer Quantität, von der ein nach Maass, Zahl oder Gewicht bestimmter Teil verkauft, aber noch nicht ausgeschieden war",1,9
23616355,1895,Die rechtliche Natur der Dotationen der Bischofe und Domkapitel nach bayerischem Recht,1,5
23616356,1894,Die Vorbereitung von strafbaren Handlungen nach den Strafgesetzen des Deutschen Reichs,1,4
23616357,1895,Die Staatsangehörigkeit der Ehefrau nach deutschem Staatsrecht,0,3
23616358,1895,Bedarf es zum Erwerb des Vermächtnisses der Annahme?,1,4
23616359,1894,Der Check nach dem Entwurfe des Bundesrates vom Jahre 1892,1,4
23616360,1894,Interpretation des Art. 300 H. G. B.,1,3
23616361,1895,Die Durchstreichung des Accepts,1,2
23616362,1894,Die Erbfolge in das Vermögen fur tot erklärter Personen,1,2
23616363,1894,Zur Lehre von der Bigamie,0,2
23616364,1895,Der Liquidator der offenen Handelsgesellschaft,1,2
23616365,1894,Die rechtliche Stellung der Notare nach bayerischem Staatsrecht,1,3
23616366,1894,Die Ministerverantwortlichkeit in Theorie und Praxis. Erläutert an d. Verfassgn d. deutschen konstitutionellen Monarchien,1,5
23616367,1894,Entstehung von Bundesstaat und Aktiengesellschaft in rechtlichem Vergleich,1,4
23616368,1894,Allgemeine Gütergemeinschaft nach Bayreuther Recht,1,2
23616369,1895,Voraussetzungen und Wirkung der Schuldhinterlegung,1,3
23616370,1895,"Über das Pfandrecht an Forderungen, die in einen kaufmannischen Kontokorrent eingetragen sind",1,4
23616371,1894,In welchen Fällen und in welcher Weise ist die Not civilrechtlich von Bedeutung?,1,4
23616372,1895,"Die Professio religiosa im kanonischen, gemeinen und geltenden deutschen Reichsrechte",1,1
23616373,1895,Die Fälle der Naturalobligation und ihre rechtliche Natur nach neuestem gemeinen Recht,1,4
23616374,1894,Die Majestätsbeleidigung in geschichtlicher und dogmatischer Beziehung,1,2
23616375,1894,Ist die Zahlung einer Geldstrafe für den Verurteilten als Begünstigung strafbar?,1,4
23616376,1895,Bedeutung und Charakter der Kompensationserklärung,1,3
23616377,1894,Das Causalitätsproblem im Strafrecht,1,2
23616378,1895,Die Geltendmachung des Placet gegenüber der Kirche nach bayerischem Verfassungsrecht.,1,4
23616379,1895,Zur Lehre von der Amortisation der Inhaberpapiere,1,3
23616380,1895,Über die Zulässigkeit der einseitigen Abänderung gemeinschaftlicher Testamente,1,3
23616381,1894,Vermögensschädigung bei Betrug,1,2
23616382,1895,Beitrag zur Lehre von der Prokura,1,3
23616383,1894,Die grosse Havarie,1,1
23616384,1895,Die Gelegenheitsgesellschaft,1,1
23616385,1894,Die Stellung der Gesellschafter im Prozesse der offenen Handelsgesellschaft,1,4
23616386,1894,Zur Lehre von der Transportfunction des Wechselindossaments,1,3
23616387,1895,Der Heimatvorbehalt nach bayerischem Recht,1,2
23616388,1894,Das Recht des Aufenthalts und der Niederlassung,0,3
23616389,1894,Verfassungsänderung während der Regentschaft nach bayerischem Staatsrechte unter Berücksichtigung des in d. übrigen deutschen Staaten geltenden Rechts,1,5
23616390,1894,Das Etablissement,1,1
23616391,1895,Die Wechselfähigkeit der Minderjährigen,1,2
23616392,1895,Die Veräußerung der Hausgüter des Hohen Adels,1,3
23616393,1895,Die Rechtsverhältnisse der Standesherren in Bayern,0,3
23616444,1894,"Über die Einwirkung der Salpetersäure auf Aldehyde und Ketone, insbes. auf Dimethylketon",1,6
23616446,1895,Über das Verhalten der Choleraspirillen im Wasser bei Anwesenheit fäulnisfähiger Stoffe und höherer Temperatur (37°),1,6
23616447,1895,Beitrag zur vergleichenden Anatomie der Portulacaceen,1,3
23616448,1894,Beitrage zur anatomischen Characteristik der Santalaceen,1,3
23616449,1893,Über die Einwirkung von Benzoïn und Cummoïn auf einige Diamine,1,4
23616450,1894,Einwirkung von Phenylisocyanat auf Stickstoff-Benzylanisaldoxim,1,3
23616451,1894,Über die anatomischen Charaktere der Mimoseen,1,2
23616452,1894,Über eine Anwendung des Baryumbicarbonats als Fällungs- und Trennungsreagens in der chemischen Analyse. Nebst e. Anh.: E. neuer Apparat z. Bestimmg d. Kohlensäure in Carbonaten nach d. Princip d. Ermittig d. Gewichtsverlustes,1,12
23616454,1895,Beiträge zur Kenntnis des Proterobas,1,3
23616455,1894,Zur Kenntnis der Rosinduline,1,2
23616456,1895,Zur Kenntnis einiger Nitrosamine und Nitrosobasen,1,3
23616457,1894,Über p-Amido-o-Nitro-α-Naphtol,1,1
23616458,1894,Zur Kenntnis der Umlagerung von Stickstoffäthern der Aldoxime,1,4
23616459,1893,"Franz Kolb ein Reformator Wertheims, Nürnbergs und Berns. Sein Leben u. Wirken. M. 15 Beil. Darunter die v. Franz Kolb im J. 1524 eingeführte erste evangel. Gottesdienstordng u. das v. ihm im gleichen Jahre verfasste erste evangel. Bekenntnis d. Stadt Wertheim a/Main",1,15
23616460,1893,Morphologie und Anatomie der Limosella aquatica,1,3
23616461,1893,Die Religionsphilosophie des John Locke aus seinen sämmtl. Werken im Zshang dargest.,1,5
23616462,1894,Über Elasticität von Gelatine-Lösungen. M. 4 Fig.,1,3
23616463,1894,"Über o-Amidobenzyl-o-Toluidin, o-Amidobenzyl-m-Chloranilin und ihre Derivate",1,3
23616464,1894,Bestimmungen latenter Verdampfungswärmen beziehungsweise molekularer Siedepunktserhöhungen aus Änderungen des Druckes und der Siedetemperatur,1,5
23616465,1892,Kritische Studien über den Nachweis und die Bestimmung der Borsäure,1,4
23616466,1893,Übersicht der Mineralien des Fichtelgebirgs und der angrenzenden fränkischen Gebiete,1,4
23616467,1893,Untersuchung von Oximstickstoffäthern und deren Umlagerung,1,3
23616468,1893,Über die Petrefacten Nordbayerns vom Cambrium bis zum Keuper in der geologischen Sammlung der Universität Erlangen,1,6
23616469,1895,Über die Sprache der lateinischen Hexametriker. I. Tl. Die Eigennamen,1,4
23616470,1895,"Versuche über Er﻿nährung grüner Pflanzen mit Methylalkohol, Weinsäure, Aepfelsäure und Citronensäure",1,6
23616471,1894,Beitrag zur Kenntnis der Dextrine,1,3
23616472,1895,Beiträge zur Beurteilung von Moleculargewichts-Bestimmungen in Lösungen,1,4
23616473,1894,Kritische Untersuchungen zu Lucian,1,2
23616474,1894,Beitrage zur Kenntnis der Eisen- und Mangansaccharate sowie zur Charakteristik der Verbindungen mit alkoholischem Hydroxyle,1,6
23616476,1894,Über die Umwandlung von Naphtalinderivaten in o-Oxy-o-Toluylsäure und ir p-Oxy-o-Toluylsäure und über einige Derivate dieser Säuren,1,5
23616477,1894,Molekulargewichtsbestimmungen von Salzen in Methyl- und Äthylalkohol nach der Siedemethode neben Bestimmungen der molekularen Leitfähigkeit derselben Salze in obigen Lösungsmitteln und in Wasser,1,8
23616478,1895,Die Basalte des Reichsforst. E. Beitrag z. Kenntnis d. Basalte d. Fichtelgebirges,1,6
23616479,1895,"Der Schädel des Hylobates concolor, sein Variationskreis und Zahnbau",1,4
23616480,1895,Über die systematische Bedeutung der anatomischen Charaktere der Scrophulariaceen,1,3
23616481,1895,I. Zur Kenntnis der untersalpetrigen Säure. II. Über einige Derivate der Amidosulfonsäure,1,4
23616482,1895,Untersuchungen über die chemische Zusammensetzung der harten Zahnsubstanzen des Menschen in verschiedenen Altersstufen,1,5
23616483,1894,Über die Morphologie des Kleinhirnes bei Saugetieren,1,3
23616484,1894,Zur Kenntnis der substituierten Oxime des Benzils und der Phenylsulfoderivate der Benziloxime,1,5
23616485,1895,Beitrag zur Kenntnis der Hydroxylaminderivate des α-Naphtylphenylketons,1,4
23616487,1895,Aramäische Sprichwörter und Volkssprüche. E. Beitrag z. Kenntnis e. ostaramäischen Dialekts sowie z. vergleich. Parömiologie,1,8
23616488,1894,Über die Einwirkung von Chlor auf Dimethylkohlensäureester und Untersuchung von vier Chlorsubstitutionsproducten desselben,1,5
23616489,1894,Die geognostischen Verhältnise der Umgegend von Kalchreuth und Eschenau bei Erlangen,1,5
23616490,1894,Über Sclerotinienbildung in Alnus-Früchten. (Sclerotinia Alni mihi.),1,3
23616491,1895,Über die Monoxime des Anisils,1,2
23616492,1895,Über das einfache und bimoleculare Aethyliden-as-m-Xylidin und über die Condensationsproducte von zwei Molekel Acetaldehyd mit einem Molekel m-Xylidin,1,3
23616493,1895,"Wesen, Geschichte und pädagogischer Wert der erotematischen Lehrform",1,4
23616494,1895,Über den ﻿Gerbstoff der Pilze,1,2
23616495,1894,Über den anatomischen Bau der Achse und die Entwicklungsgeschichte der Gefässbündel bei den Amarantaceen,1,5
23616496,1894,Über die Entwickelungsgeschichte der Aecidien und Spemogonien der Uredineen,1,4
23616497,1895,Über die Desinfektion von Wohnräumen durch Formaldehyd,1,3
23616498,1894,Über a. p-Amidophenyldihydrochinazolin. b. Einige Derivate des Bis-o-nitrobenzylhydroxylamins,1,2
23616499,1895,Beitrag zur Keimung von Uredineen- und Erysipheen-Sporen in verschiedenen Nährmedien,1,4
23616500,1895,Die Sebirin der Massoreten von Tiberias,1,3
23616501,1893,Über das Allylanilin und einige Derivate desselben und Beiträge zur Kenntnis der Azoverbindungen und ihrer Umlagerungsprodukte bei der Reduktion,1,7
23616502,1894,Über Derivate des Benzyl-o-amidobenzylanilins,1,2
23616503,1894,Beiträge zur Bestimmung von Molekulargrössen,1,3
23616504,1894,Über Umlagerung des α Benzilmonoxims,1,2
23616505,1894,Über Stickstoff-Benzylcuminaldoxim und Stickstoff-Cuminylbenzaldoxim,1,2
23616506,1895,Über Athyliden-  und Propylidenamidoazobenzol und einige Abkömmlinge desselben,1,3
23616507,1894,Einige interessante Mineral-Vorkommen in Braunkohlengruben der Provinz Sachsen,1,3
23616508,1894,Botanisch-pharmacognostische Untersuchungen der Qumacai cipó,1,2
23616509,1895,Beobachtungen über das Vorkommen von Gesteinen und Mineralien in der Centralgruppe des Fichtelgebirges nebst e. Verzeichn. d. dort auftretenden Mineralien u. deren Fundstätten,1,9
23616510,1894,Beiträge zur Kenntnis des o-Amidodiphenylmethans,1,3
23616511,1895,Über einige Derivate des Anthranils,1,2
23616512,1895,Über den anatomischen Bau des Blattes und der Achse in der Familie der Phytolaccaceen und deren Bedeutung für die Systematik,1,7
23616513,1894,Über Derivate des Fenchons,1,2
23616514,1894,Über einige synthetische Versuche mit o-Amidobenzylalkohol,1,2
23616515,1894,Beitrag zur Einwirkung von Phenylisocyanat auf substituierte Stickstoffäther,1,4
23616516,1894,Über Derivate des o-Amidobenzylalkohols und o-Oxybenzylalkohols,1,3
23616517,1895,"Über einige neue Morphinderivate, (Heptabromhomooxydimorphin, Dibromhomooxydimorphin, Monobenzoylmorphin.)",1,4
23616518,1894,Beitrag zu den Reaktionen der Säurechloride,0,3
23616519,1894,Zur Kenntnis des Methylendibenzamids und seiner Homologen,1,3
23616520,1894,"Beiträge zur Praxis der Siedepunktsmethode; Bestimmungen in Amylalkohol, sowie Versuche zur Abschätzung des Kohlensäuregehaltes der Luft",1,9
23616521,1894,Über Isomerieverhaltnisse in der Chinazolinreihe,1,2
23616522,1895,Die Ökonomik des Xenophon. E. Vorarbeit f. e. Geschichte d. griech. Ökonomik,1,5
23616523,1894,Über die Früchte der Randia dumetorum Lam.,1,2
23616524,1894,Einwirkung von Phtalylchlorid und Phtalsäureanhydrid auf Basen,1,4
23616525,1894,Beiträge zur Kenntnis der Amidine,0,3
23616526,1894,Die Brandenburgisch-Nürnbergische Kirchenvisitation 1528,1,1
23616528,1894,Umlagerung von Stickstoff-Benzyläthern der Aldoxime,1,3
23616529,1895,Beitrage zur anatomischen Charakteristik der Cirsium-Bastarde,1,3
23616530,1894,Über Induline und Safranine,1,2
23616531,1894,Die gesetzgeberische Entwicklung der badischen Gemeindeverfassung,1,2
23616532,1894,Die Rechte der Anwärter bei dem deutschen Familienfideikommiss,1,3
23616592,1895,P. Augustin Dornblüths Observationes,1,1
23616593,1894,Beiträge zur Kenntnis der Substitutionsprodukte des o-p-Dichlor-o-Toluidins,1,4
23616594,1894,Beiträge zur Kenntnis des Meta-ana-dinitro-ortho-oxy-chinolins und seiner Derivate,1,4
